timestamp,ear,mar,perclos,eyes_closed,blink_count,blink_duration,microsleep,microsleep_duration,pitch,yaw,roll,gaze_direction,gaze_away_duration,reliability,fatigue_risk,risk_level,temporal_state,intervention_level,intervention_action,alert_triggered,eye_closure_duration
2026-08-21T00:55:26.733862,0.41838423322968754,0.0025397462930247367,0.0,False,0,0.0,False,0.0,0.27324546357183976,29.5677164658033,4.984132795367259,CENTER,0.0,0.8120030424141589,0.032727598469845166,NORMAL,STABLE,NORMAL,NO_ACTION,False,0.0
2026-08-21T00:55:26.828160,0.44105693416439284,0.0049445162054131625,0.0,False,0,0.0,False,0.0,1.2720252531166238,27.09101515775319,5.5348768749638,CENTER,0.0,0.8367223565641535,0.031574264387338465,NORMAL,STABLE,NORMAL,NO_ACTION,False,0.0
2026-08-21T00:55:26.880435,0.4388146236008891,0.0011081149808569869,0.0,False,0,0.0,False,0.0,2.110479057058285,27.783375998693828,6.061218974298015,CENTER,0.0,0.8520190454661322,0.03296673695274997,NORMAL,STABLE,NORMAL,NO_ACTION,False,0.0
2026-08-21T00:55:26.928758,0.4475295069736725,0.0031951029840715144,0.0,False,0,0.0,False,0.0,1.4059155765035882,26.960625730296556,5.701971035277438,CENTER,0.0,0.8664491403838736,0.030337260571655856,NORMAL,STABLE,NORMAL,NO_ACTION,False,0.0
2026-08-21T00:55:26.975040,0.45290170876990277,0.002309397476801865,0.0,False,0,0.0,False,0.0,1.650916352511075,26.828009979538763,5.866698463771542,CENTER,0.0,0.8793984646267362,0.029987162332722153,NORMAL,STABLE,NORMAL,NO_ACTION,False,0.0
2026-08-21T00:55:27.017063,0.44558765891177105,0.005357123996929664,0.0,False,0,0.0,False,0.0,0.9616956733991628,27.592482763474834,5.821718005396036,CENTER,0.0,0.8923870149911817,0.029152732760938906,NORMAL,STABLE,NORMAL,NO_ACTION,False,0.0
2026-08-21T00:55:27.065788,0.4465481340756712,0.001563956705270456,0.0,False,0,0.0,False,0.0,1.5294949001134341,27.26279121820096,5.711523443988455,CENTER,0.0,0.904973518277392,0.028739724400592467,NORMAL,STABLE,NORMAL,NO_ACTION,False,0.0
2026-08-21T00:55:27.110573,0.44166282174913485,0.0014637896549925173,0.0,False,0,0.0,False,0.0,1.4780985537058484,26.457643487699215,6.121985764869947,CENTER,0.0,0.9175474123677247,0.027881821952327728,NORMAL,STABLE,NORMAL,NO_ACTION,False,0.0
2026-08-21T00:55:27.159297,0.42568041472817103,0.0037501553343476054,0.0,False,0,0.0,False,0.0,1.3689277683433545,23.32916683372835,6.5765463996499705,CENTER,0.0,0.9324855178536983,0.02531233593145982,NORMAL,STABLE,NORMAL,NO_ACTION,False,0.0
2026-08-21T00:55:27.202791,0.4147356489445082,0.002719347646401534,0.0,False,0,0.0,False,0.0,0.8467247857739153,21.98877160526871,6.922546439293114,CENTER,0.0,0.9455900927992725,0.023646052562396255,NORMAL,STABLE,NORMAL,NO_ACTION,False,0.0
2026-08-21T00:55:27.817412,0.36610443393886427,0.0034993640244270906,0.0,False,0,0.0,False,0.0,2.0550893254952314,7.984687174034008,9.350320573252418,CENTER,0.0,0.939909061535494,0.016953143547049857,NORMAL,STABLE,NORMAL,NO_ACTION,False,0.0
2026-08-21T00:55:27.944585,0.4123302357636991,0.0031355847802263972,0.0,False,0,0.0,False,0.0,2.179819082773946,1.710417579506185,9.712317859338384,CENTER,0.0,0.9351691368358687,0.01284108199487521,NORMAL,STABLE,NORMAL,NO_ACTION,False,0.0
2026-08-21T00:55:28.085122,0.3810994387876533,0.005059436158478001,0.0,False,0,0.0,False,0.0,2.3321458927146637,-2.944318196225197,10.17997959664163,CENTER,0.0,0.9362953200782629,0.014347333466398821,NORMAL,STABLE,NORMAL,NO_ACTION,False,0.0
