timestamp,event_type,severity,message
2026-08-12 03:06:59,RISK_TRANSITION,MODERATE,Risk changed from LOW to MODERATE
2026-08-12 03:07:00,EYE_CLOSURE,HIGH,Eyes closed for 1.5s
2026-08-12 03:07:00,MICROSLEEP,CRITICAL,Microsleep detected
2026-08-12 03:07:00,INTERVENTION,HIGH,Intervention changed from NORMAL to HIGH
2026-08-12 03:07:01,RISK_TRANSITION,LOW,Risk changed from MODERATE to LOW
2026-08-12 03:07:04,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:07:06,INTERVENTION,NORMAL,Intervention changed from HIGH to NORMAL
2026-08-12 03:07:06,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:07:08,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:07:12,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:07:14,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:07:16,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:07:19,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:07:21,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.1s
2026-08-12 03:07:21,EYE_CLOSURE,HIGH,Eyes closed for 1.6s
2026-08-12 03:07:21,MICROSLEEP,CRITICAL,Microsleep detected
2026-08-12 03:07:21,INTERVENTION,HIGH,Intervention changed from NORMAL to HIGH
2026-08-12 03:07:22,RISK_TRANSITION,LOW,Risk changed from MODERATE to LOW
2026-08-12 03:07:24,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:07:27,INTERVENTION,NORMAL,Intervention changed from HIGH to NORMAL
2026-08-12 03:07:27,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:07:30,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:07:33,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.9s
2026-08-12 03:07:33,RISK_TRANSITION,MODERATE,Risk changed from NORMAL to MODERATE
2026-08-12 03:07:35,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:07:37,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:07:40,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:07:44,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:07:46,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:07:48,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:07:52,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:07:54,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:07:57,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:07:59,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:08:01,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:08:04,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:08:06,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:08:08,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:08:12,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:08:14,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:08:16,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:08:18,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.0s
2026-08-12 03:08:18,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:08:20,YAWNING,MODERATE,Yawning detected
2026-08-12 03:08:20,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:08:22,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:08:25,RISK_TRANSITION,MODERATE,Risk changed from LOW to MODERATE
2026-08-12 03:08:25,YAWNING,MODERATE,Yawning detected
2026-08-12 03:08:25,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.2s
2026-08-12 03:08:27,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:08:30,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:08:32,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:08:34,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:08:37,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:08:40,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:08:42,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:08:45,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:08:49,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:08:55,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:08:58,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:09:03,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:09:06,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:09:09,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:09:11,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:09:14,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:09:17,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:09:20,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:09:22,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:09:25,YAWNING,MODERATE,Yawning detected
2026-08-12 03:09:26,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:09:27,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.1s
2026-08-12 03:09:28,RISK_TRANSITION,MODERATE,Risk changed from LOW to MODERATE
2026-08-12 03:09:30,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.1s
2026-08-12 03:09:31,EYE_CLOSURE,HIGH,Eyes closed for 1.6s
2026-08-12 03:09:31,MICROSLEEP,CRITICAL,Microsleep detected
2026-08-12 03:09:31,INTERVENTION,HIGH,Intervention changed from NORMAL to HIGH
2026-08-12 03:09:32,RISK_TRANSITION,HIGH,Risk changed from MODERATE to HIGH
2026-08-12 03:09:34,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:09:37,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:09:39,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:09:43,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:09:44,INTERVENTION,NORMAL,Intervention changed from HIGH to NORMAL
2026-08-12 03:09:45,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:09:48,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:09:50,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:09:52,RISK_TRANSITION,MODERATE,Risk changed from NORMAL to MODERATE
2026-08-12 03:09:52,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.1s
2026-08-12 03:09:55,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:09:57,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:09:59,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:09:59,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.1s
2026-08-12 03:10:01,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:10:03,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:10:06,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:10:08,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:10:10,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:10:13,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:10:19,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:10:22,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:10:29,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:10:33,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:10:40,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:10:45,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:10:50,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:10:54,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:10:56,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:11:03,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:11:07,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:11:09,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:11:13,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:11:15,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:11:17,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:11:20,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:11:23,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:11:29,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:11:32,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:11:37,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:11:45,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:11:50,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:12:11,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:12:14,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:12:17,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:12:20,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:12:23,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:12:27,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:12:36,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:12:43,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:12:45,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:12:51,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:12:58,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:13:09,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:13:13,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:13:20,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:13:24,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:13:26,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:13:30,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:13:32,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:13:38,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:13:41,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:13:44,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:13:47,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:13:48,YAWNING,MODERATE,Yawning detected
2026-08-12 03:13:49,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.0s
2026-08-12 03:13:50,RISK_TRANSITION,MODERATE,Risk changed from LOW to MODERATE
2026-08-12 03:13:52,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:13:54,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:13:57,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:00,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:02,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:14:04,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:06,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.0s
2026-08-12 03:14:07,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:09,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:11,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:13,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:18,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:21,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:23,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:26,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:27,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.1s
2026-08-12 03:14:29,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:31,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:34,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:36,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:14:38,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:42,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:46,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:49,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:52,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:14:54,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:15:06,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:15:09,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:15:14,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:15:18,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:15:20,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.0s
2026-08-12 03:15:20,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:15:22,INTERVENTION,LOW,Intervention changed from NORMAL to LOW
2026-08-12 03:15:23,RISK_TRANSITION,MODERATE,Risk changed from LOW to MODERATE
2026-08-12 03:15:25,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:15:26,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.0s
2026-08-12 03:15:28,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.0s
2026-08-12 03:15:28,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:15:30,RISK_TRANSITION,LOW,Risk changed from MODERATE to LOW
2026-08-12 03:15:33,RISK_TRANSITION,MODERATE,Risk changed from LOW to MODERATE
2026-08-12 03:15:34,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.1s
2026-08-12 03:15:35,RISK_TRANSITION,LOW,Risk changed from MODERATE to LOW
2026-08-12 03:15:37,RISK_TRANSITION,LOW,Risk changed from MODERATE to LOW
2026-08-12 03:15:40,INTERVENTION,NORMAL,Intervention changed from LOW to NORMAL
2026-08-12 03:15:40,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:15:43,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:15:45,RISK_TRANSITION,MODERATE,Risk changed from LOW to MODERATE
2026-08-12 03:15:47,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:15:50,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:15:52,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.1s
2026-08-12 03:15:52,RISK_TRANSITION,NORMAL,Risk changed from MODERATE to NORMAL
2026-08-12 03:15:55,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:15:57,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:15:59,INTERVENTION,LOW,Intervention changed from NORMAL to LOW
2026-08-12 03:16:00,RISK_TRANSITION,MODERATE,Risk changed from LOW to MODERATE
2026-08-12 03:16:02,RISK_TRANSITION,LOW,Risk changed from MODERATE to LOW
2026-08-12 03:16:04,RISK_TRANSITION,LOW,Risk changed from MODERATE to LOW
2026-08-12 03:16:05,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.1s
2026-08-12 03:16:07,RISK_TRANSITION,MODERATE,Risk changed from LOW to MODERATE
2026-08-12 03:16:09,RISK_TRANSITION,MODERATE,Risk changed from LOW to MODERATE
2026-08-12 03:16:10,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.0s
2026-08-12 03:16:12,INTERVENTION,MODERATE,Intervention changed from LOW to MODERATE
2026-08-12 03:16:13,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.1s
2026-08-12 03:16:13,RISK_TRANSITION,LOW,Risk changed from MODERATE to LOW
2026-08-12 03:16:15,RISK_TRANSITION,MODERATE,Risk changed from LOW to MODERATE
2026-08-12 03:16:18,EYE_CLOSURE,HIGH,Eyes closed for 1.7s
2026-08-12 03:16:18,MICROSLEEP,CRITICAL,Microsleep detected
2026-08-12 03:16:18,INTERVENTION,HIGH,Intervention changed from MODERATE to HIGH
2026-08-12 03:16:18,RISK_TRANSITION,HIGH,Risk changed from MODERATE to HIGH
2026-08-12 03:16:20,RISK_TRANSITION,MODERATE,Risk changed from LOW to MODERATE
2026-08-12 03:16:22,INTERVENTION,MODERATE,Intervention changed from HIGH to MODERATE
2026-08-12 03:16:23,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.0s
2026-08-12 03:16:24,RISK_TRANSITION,LOW,Risk changed from MODERATE to LOW
2026-08-12 03:16:27,RISK_TRANSITION,MODERATE,Risk changed from LOW to MODERATE
2026-08-12 03:16:30,RISK_TRANSITION,LOW,Risk changed from MODERATE to LOW
2026-08-12 03:16:32,RISK_TRANSITION,MODERATE,Risk changed from LOW to MODERATE
2026-08-12 03:16:34,RISK_TRANSITION,LOW,Risk changed from MODERATE to LOW
2026-08-12 03:16:36,RISK_TRANSITION,MODERATE,Risk changed from LOW to MODERATE
2026-08-12 03:16:38,RISK_TRANSITION,MODERATE,Risk changed from LOW to MODERATE
2026-08-12 03:16:40,RISK_TRANSITION,MODERATE,Risk changed from LOW to MODERATE
2026-08-12 03:16:42,INTERVENTION,NORMAL,Intervention changed from MODERATE to NORMAL
2026-08-12 03:16:42,RISK_TRANSITION,MODERATE,Risk changed from NORMAL to MODERATE
2026-08-12 03:16:47,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:16:50,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:16:52,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:16:56,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:16:56,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.0s
2026-08-12 03:16:59,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.0s
2026-08-12 03:17:00,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:17:03,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:17:05,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:17:07,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:17:09,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.1s
2026-08-12 03:17:09,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:17:16,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:17:20,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:17:35,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:18:10,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:18:14,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:18:18,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:18:33,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:18:34,GAZE_AWAY,MODERATE,Prolonged gaze away for 1.0s
2026-08-12 03:18:40,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:18:42,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:18:45,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:18:54,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:19:01,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:19:03,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:19:05,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:19:07,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:19:10,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:19:12,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:19:25,GAZE_AWAY,MODERATE,Prolonged gaze away for 9.8s
2026-08-12 03:19:25,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:19:27,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:19:29,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:19:31,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:19:34,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:19:37,RISK_TRANSITION,NORMAL,Risk changed from LOW to NORMAL
2026-08-12 03:19:40,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:19:42,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:19:46,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:19:49,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:19:51,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:20:00,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:20:03,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:20:07,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:20:10,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:20:13,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:20:19,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:20:21,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:20:25,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:20:28,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:20:34,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:20:41,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:20:45,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:20:48,YAWNING,MODERATE,Yawning detected
2026-08-12 03:20:52,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:21:09,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:21:12,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:21:15,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:21:19,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:21:21,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:21:24,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:21:27,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:21:29,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:21:32,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:21:35,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:21:37,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:21:39,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:21:42,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:21:46,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:22:05,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:22:11,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:22:26,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:22:31,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:22:40,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:22:43,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:22:50,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:22:53,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:22:56,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:22:58,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:23:04,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:23:06,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:23:25,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:23:33,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:23:36,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:23:38,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:23:45,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:23:54,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:24:03,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:24:10,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
2026-08-12 03:24:13,RISK_TRANSITION,LOW,Risk changed from NORMAL to LOW
